id,gender,age,major,gpa,SoloFounder,UniversityInCity,HasMentor,Perseverance,DesireToTakeInitiative,Competitiveness,SelfReliance,StrongNeedToAchieve,SelfConfidence,GoodPhysicalHealth,StartedBusiness
23294,Female,22,Business,3.13,No,No,,5,2,2,3,2,2,5,Yes
23295,Female,21,Life Sciences,3.5,No,Yes,No,4,5,3,1,2,2,3,Yes
23296,Female,17,Social Sciences,2.88,Yes,Yes,Yes,4,3,1,1,1,3,1,Yes
23297,Male,20,Social Sciences,3.49,No,Yes,Yes,4,3,2,1,2,3,1,No
23298,Female,17,History,3.24,Yes,Yes,Yes,3,1,3,1,4,2,1,No
23299,Male,20,Social Sciences,3.47,Yes,Yes,Yes,5,4,1,3,5,5,3,No
23300,Male,20,Social Sciences,3.69,Yes,Yes,Yes,3,4,1,2,2,4,3,No
23301,Female,18,Life Sciences,2.66,Yes,Yes,Yes,5,5,1,1,1,5,5,No
23302,Female,18,Language,3.25,No,No,Yes,4,5,3,3,2,2,5,No
23303,Female,23,Social Sciences,3.71,No,Yes,Yes,5,5,5,4,2,1,2,No
23304,Male,21,History,3.85,No,Yes,No,4,1,1,2,3,4,2,No
23305,Female,19,Engineering,3.12,No,No,Yes,5,3,3,5,5,4,2,No
23306,Female,21,Social Sciences,3.63,Yes,Yes,,4,5,4,3,4,3,2,Yes
23307,Female,18,Life Sciences,2.92,No,No,No,4,3,5,4,1,4,5,No
23308,Male,21,Business,2.09,No,Yes,Yes,4,3,4,3,5,3,1,Yes
23309,Agender,17,Communications,3.51,No,Yes,Yes,3,4,3,3,2,2,3,No
23310,Female,22,Life Sciences,2.7,Yes,No,Yes,4,1,4,1,2,1,2,No
23311,Bigender,19,Engineering,2.14,No,No,Yes,3,1,1,5,4,1,5,No
23312,Male,19,Information Systems,2.67,No,Yes,Yes,2,5,4,4,2,2,4,No
23313,Female,17,History,2.17,Yes,Yes,Yes,4,1,2,5,2,2,2,No
23314,Female,18,Language,2.45,No,Yes,Yes,5,4,5,5,5,4,5,No
23315,Female,17,History,3.97,No,No,Yes,5,5,2,1,4,2,2,No
23316,Male,19,Language,1.83,Yes,No,No,4,3,1,1,3,4,3,Yes
23317,Female,18,Language,2.15,No,Yes,Yes,1,5,1,1,5,2,1,No
23318,Female,22,Social Sciences,3.32,No,Yes,Yes,5,5,1,2,1,3,1,No
23319,Polygender,22,Life Sciences,3.34,No,No,No,5,3,2,1,2,5,3,No
23320,Male,19,Life Sciences,1.88,No,Yes,Yes,3,2,5,5,3,1,5,No
23321,Genderqueer,18,Language,3.77,No,Yes,Yes,2,4,3,1,5,3,3,Yes
23322,Male,22,Social Sciences,2.98,Yes,No,No,3,1,5,3,1,4,1,Yes
23323,Male,23,Social Sciences,3.23,Yes,Yes,Yes,4,4,3,5,5,1,1,Yes
23324,Female,22,History,3.01,Yes,Yes,Yes,5,1,5,3,5,4,5,Yes
23325,Female,23,Communications,3.5,No,Yes,Yes,2,5,1,5,3,2,3,No
23326,Female,17,Social Sciences,1.86,Yes,No,Yes,4,4,3,2,3,5,3,No
23327,Polygender,22,Arts,2.53,No,Yes,Yes,4,2,4,1,5,3,4,Yes
23328,Female,21,Social Sciences,3.46,No,,Yes,,,,,,,,
23329,Male,22,Life Sciences,3.23,,Yes,No,2,2,5,1,5,5,1,Yes
23330,Female,18,Social Sciences,2.77,Yes,No,No,4,3,3,1,1,2,1,Yes
23331,Male,19,Arts,3.87,No,No,Yes,3,3,1,2,1,2,2,No
23332,Male,19,History,2.82,No,No,Yes,4,2,5,2,4,3,1,No
23333,Male,20,Business,3.48,No,Yes,Yes,5,2,3,2,1,3,1,No
23334,Female,22,Social Sciences,3.98,No,No,Yes,3,3,1,3,5,1,1,No
23335,Female,20,Information Systems,3.41,Yes,Yes,Yes,4,2,4,2,1,4,2,Yes
23336,Female,20,Information Systems,3.19,No,Yes,No,1,3,4,3,4,2,5,Yes
23337,Female,17,Life Sciences,1.82,Yes,No,Yes,4,4,4,2,3,1,5,No
23338,Non-binary,18,Business,2.99,No,Yes,No,5,5,4,3,5,5,3,No
23339,Male,19,Language,3.32,No,Yes,Yes,2,2,3,1,2,2,1,No
23340,Male,22,Communications,3.47,No,Yes,,5,2,5,5,3,3,4,No
23341,Female,18,Social Sciences,3.01,No,Yes,Yes,4,4,1,2,2,2,1,No
23342,Female,21,Business,2.66,No,Yes,Yes,2,2,5,2,1,3,4,No
23343,Female,22,Social Sciences,1.88,No,Yes,Yes,2,4,4,2,5,4,4,Yes
23344,Female,22,Information Systems,2.42,No,Yes,No,2,1,2,5,1,1,2,No
23345,Male,20,Business,3.3,Yes,Yes,Yes,3,4,5,4,4,2,5,No
23346,Female,20,Social Sciences,2.39,No,Yes,Yes,5,1,3,2,3,3,3,Yes
23347,Female,23,Communications,3.72,,No,Yes,5,5,3,3,1,1,4,No
23348,Male,21,Arts,3.31,Yes,No,Yes,4,1,4,2,4,4,4,No
23349,Female,18,Social Sciences,1.93,Yes,Yes,Yes,5,5,1,4,4,4,5,No
23350,Male,17,Social Sciences,1.99,No,No,Yes,5,2,4,3,2,5,2,No
23351,Male,23,Life Sciences,3.48,Yes,Yes,Yes,4,2,1,4,5,3,2,No
23352,Female,21,History,3.04,Yes,Yes,Yes,3,3,3,2,3,5,2,Yes
23353,Male,23,Arts,2.65,No,Yes,No,3,3,2,5,1,2,3,No
23354,Agender,22,Information Systems,2.61,No,No,No,2,3,1,3,5,1,2,No
23355,Male,19,Communications,1.93,Yes,Yes,Yes,2,5,3,4,5,5,1,No
23356,Female,22,Social Sciences,2.71,Yes,Yes,Yes,3,3,4,3,3,5,3,Yes
23357,Female,19,History,2.82,No,Yes,Yes,4,3,2,2,4,5,1,No
23358,Female,19,Communications,2.94,Yes,Yes,No,1,1,2,1,5,2,1,No
23359,Male,22,Business,2.28,No,Yes,Yes,4,5,2,2,3,1,1,No
23360,Male,21,Arts,2.42,No,No,No,2,3,4,3,1,4,5,Yes
23361,Male,19,Social Sciences,2.56,No,Yes,Yes,4,4,2,5,3,1,1,Yes
23362,Female,23,Business,2.5,No,Yes,,4,4,1,3,3,3,1,Yes
23363,Female,22,Life Sciences,3.39,No,No,Yes,4,4,3,3,2,3,5,No
23364,Female,21,Business,2.23,,Yes,Yes,4,2,3,5,2,5,3,Yes
23365,Male,22,Communications,3.26,No,No,Yes,5,2,3,3,2,2,2,Yes
23366,Female,17,Business,3.97,No,Yes,Yes,4,1,2,3,1,2,5,Yes
23367,Male,21,Life Sciences,2.96,No,No,Yes,3,5,3,4,5,4,4,No
23368,Female,21,Social Sciences,3.42,Yes,Yes,Yes,4,4,5,4,2,5,5,No
23369,Male,20,Social Sciences,3.97,No,Yes,Yes,1,1,2,5,5,1,5,Yes
23370,Male,22,Social Sciences,2.48,Yes,No,Yes,4,4,5,5,5,4,1,No
23371,Female,18,Communications,3.32,No,Yes,Yes,4,1,4,3,1,1,3,No
23372,Agender,21,Social Sciences,3.26,No,Yes,Yes,4,5,2,2,3,5,1,No
23373,Female,23,Business,3.35,No,Yes,Yes,2,2,5,3,5,5,5,No
23374,Female,21,Life Sciences,3.32,No,No,Yes,1,4,5,1,5,3,1,No
23375,Male,23,Business,2.43,Yes,Yes,Yes,5,4,3,1,1,4,5,No
23376,Male,23,Life Sciences,3.63,No,No,No,3,3,5,5,1,4,1,Yes
23377,Male,17,Language,2.84,No,Yes,Yes,1,4,1,5,1,5,3,No
23378,Male,21,Language,2,No,Yes,Yes,4,1,2,5,2,4,1,No
23379,Female,18,Life Sciences,2.72,Yes,Yes,Yes,4,4,2,3,5,5,2,No
23380,Female,20,Language,3.34,Yes,Yes,No,3,4,4,3,1,3,1,No
23381,Female,20,History,3.86,No,Yes,Yes,3,4,5,1,2,4,2,No
23382,Female,17,Social Sciences,2.16,,Yes,Yes,3,3,5,4,3,4,1,No
23383,Male,20,Social Sciences,1.91,No,Yes,,4,4,5,2,2,2,1,No
23384,Male,23,Communications,3.45,Yes,No,Yes,3,4,1,5,2,2,1,Yes
23385,Male,20,History,2.53,No,Yes,No,4,4,1,1,4,4,5,Yes
23386,Female,22,Social Sciences,3.43,No,No,Yes,5,3,1,1,2,3,5,Yes
23387,Female,22,Business,2.13,No,No,,5,1,5,5,1,5,5,Yes
23388,Male,21,Life Sciences,3.74,No,Yes,No,5,1,3,4,5,2,4,No
23389,Male,22,Arts,1.83,No,No,Yes,2,5,1,3,2,1,5,Yes
23390,Male,17,History,3.29,Yes,Yes,Yes,1,1,1,5,2,4,1,Yes
23391,Male,21,Social Sciences,3.7,Yes,No,Yes,1,5,5,3,2,5,1,No
23392,Female,22,Communications,3.38,No,Yes,No,3,4,4,3,4,5,1,Yes
23393,Male,19,Life Sciences,1.92,Yes,Yes,Yes,4,1,2,1,3,2,4,No
23394,Genderqueer,22,Communications,2.37,No,Yes,Yes,3,4,1,3,2,5,1,No
23395,Male,17,History,2.09,No,No,No,2,2,1,1,4,5,2,Yes
23396,Female,17,Social Sciences,2.69,No,Yes,Yes,1,2,2,4,3,1,5,No
23397,Non-binary,19,Arts,3.82,Yes,No,Yes,2,5,1,2,4,4,2,No
23398,Male,18,History,3.43,No,Yes,Yes,4,3,2,3,5,3,1,No
23399,Male,23,Social Sciences,3.28,No,No,No,2,1,5,2,2,3,2,No
23400,Male,17,Life Sciences,2.74,Yes,Yes,Yes,4,3,3,2,1,3,3,Yes
23401,Female,19,Social Sciences,2.08,No,Yes,Yes,3,3,5,5,2,3,5,No
23402,Male,23,Life Sciences,3.35,No,No,Yes,4,5,4,2,2,4,4,No
23403,Male,22,Information Systems,2.78,No,No,Yes,5,1,1,3,4,4,5,No
23404,Male,22,History,2.06,Yes,No,Yes,4,4,1,2,1,1,2,No
23405,Male,18,Information Systems,2.44,No,No,No,5,2,4,3,4,5,2,Yes
23406,Male,18,Social Sciences,1.87,,No,No,4,5,1,4,2,3,4,No
23407,Male,18,Communications,1.99,No,Yes,Yes,4,2,3,3,3,1,4,No
23408,Female,19,Communications,3.37,Yes,Yes,Yes,3,5,4,5,5,2,1,Yes
23409,Male,17,Business,3.21,No,Yes,Yes,2,5,3,2,1,4,2,No
23410,Female,22,Social Sciences,3.08,Yes,Yes,Yes,1,2,2,1,2,2,3,Yes
23411,Female,20,Social Sciences,2.54,No,No,No,5,2,4,1,1,5,2,No
23412,Female,19,Life Sciences,3.96,No,Yes,Yes,4,2,1,1,4,4,1,Yes
23413,Male,20,Communications,2.72,,Yes,No,4,4,5,4,2,3,2,Yes
23414,Male,19,History,3.31,No,No,Yes,5,3,2,1,3,4,3,No
23415,Male,23,Business,2.84,No,Yes,Yes,4,5,1,4,2,4,2,No
23416,Female,22,Information Systems,2.45,No,Yes,No,5,5,4,2,1,1,5,No
23417,Male,17,Business,2.27,No,Yes,Yes,2,3,4,2,4,5,4,No
23418,Male,22,Communications,1.85,No,Yes,No,5,5,4,5,4,5,1,Yes
23419,Male,18,Business,3.42,No,Yes,Yes,5,1,1,1,3,2,3,No
23420,Genderqueer,17,Arts,3.34,No,Yes,Yes,3,3,2,2,2,2,4,Yes
23421,Male,23,Language,3.54,No,Yes,Yes,5,2,3,2,4,3,1,No
23422,Female,17,Communications,2.58,No,Yes,Yes,2,3,4,2,2,3,5,No
23423,Female,20,Arts,3.63,No,Yes,No,4,2,4,1,5,2,5,No
23424,Female,17,Business,3.29,No,Yes,Yes,5,4,5,4,5,4,4,Yes
23425,Male,19,Business,3.97,No,Yes,Yes,4,2,3,5,3,4,4,No
23426,Male,17,Information Systems,2.01,No,Yes,Yes,2,4,4,4,5,2,2,No
23427,Male,20,Language,3.24,No,No,Yes,1,2,3,5,4,1,5,No
23428,Female,23,Communications,2.38,Yes,Yes,Yes,2,4,4,3,1,4,3,No
23429,Female,23,Arts,3.02,No,No,No,5,5,5,2,3,5,3,Yes
23430,Female,22,Social Sciences,2.98,Yes,Yes,No,5,4,3,2,1,2,3,Yes
23431,Male,20,Information Systems,3.14,No,No,Yes,4,3,3,3,2,5,2,No
23432,Male,23,Language,3.35,No,Yes,Yes,5,3,1,2,2,3,3,No
23433,Male,19,Engineering,2.23,No,No,Yes,5,2,4,2,3,5,2,No
23434,Male,18,Social Sciences,2.75,No,No,,4,1,1,4,1,3,2,No
23435,Male,20,Social Sciences,3.74,No,Yes,Yes,5,3,5,3,3,2,4,No
23436,Female,22,Communications,3.74,No,Yes,No,3,4,1,1,2,2,3,Yes
23437,Non-binary,19,Information Systems,2.73,No,Yes,Yes,2,2,3,2,3,2,3,Yes
23438,Agender,19,Social Sciences,3.57,Yes,Yes,Yes,5,3,1,5,3,3,1,No
23439,Female,22,Information Systems,3.08,No,Yes,Yes,3,5,4,4,5,3,3,No
23440,Male,18,Business,2.3,No,Yes,Yes,1,1,2,2,2,2,1,No
23441,Male,17,Social Sciences,2.46,No,Yes,Yes,2,3,2,4,1,4,2,No
23442,Female,21,Life Sciences,3.93,No,Yes,Yes,4,1,1,4,4,1,2,No
23443,Female,22,Arts,1.86,No,Yes,Yes,2,2,3,2,4,3,1,No
23444,Genderqueer,17,History,1.96,No,Yes,Yes,1,2,3,5,1,1,1,Yes
23445,Male,21,Social Sciences,2.84,No,Yes,Yes,4,2,2,5,3,2,2,No
23446,Female,18,Communications,3.98,No,Yes,Yes,5,2,3,1,5,3,2,No
23447,Male,22,Arts,2.42,No,Yes,No,2,1,5,5,4,5,2,No
23448,Male,18,Life Sciences,2.43,Yes,No,No,4,4,3,2,2,2,5,No
23449,Male,22,Communications,1.83,No,Yes,No,2,4,2,3,4,5,5,Yes
23450,Male,22,Arts,2.43,No,No,Yes,3,1,3,3,3,1,2,Yes
23451,Female,19,Business,2.07,No,Yes,Yes,5,5,5,1,4,5,2,No
23452,Male,19,Communications,3.74,No,Yes,Yes,1,1,3,3,1,4,2,No
23453,Female,20,Social Sciences,2.33,No,Yes,Yes,5,1,2,3,3,2,2,No
23454,Male,22,Arts,2.91,No,Yes,No,4,3,2,1,5,3,5,No
23455,Male,23,Information Systems,3.82,No,Yes,No,2,5,4,2,2,5,2,Yes
23456,Female,20,Arts,3.08,No,Yes,No,5,1,1,2,2,3,4,Yes
23457,Male,22,Life Sciences,2.94,No,Yes,No,5,3,4,1,2,3,2,No
23458,Male,23,Social Sciences,2.3,No,Yes,Yes,4,1,1,2,2,5,3,No
23459,Male,23,Communications,3.23,No,Yes,,4,4,5,1,4,1,5,Yes
23460,Female,22,Business,2.9,No,Yes,Yes,5,5,4,2,3,1,2,Yes
23461,Male,17,Arts,3.76,,Yes,No,4,2,2,4,5,3,3,No
23462,Genderfluid,23,Social Sciences,2.42,No,Yes,No,3,5,4,4,3,2,4,No
23463,Female,20,Business,2.65,Yes,Yes,Yes,1,5,2,3,1,3,3,No
23464,Polygender,18,Life Sciences,2.26,Yes,Yes,Yes,5,5,1,2,4,2,2,No
23465,Male,18,Language,2.13,No,No,Yes,2,1,4,2,4,4,4,No
23466,Male,18,History,2.47,No,Yes,,1,3,4,2,2,2,5,No
23467,Male,19,Social Sciences,3.94,No,No,Yes,5,4,4,5,4,4,4,No
23468,Male,20,Social Sciences,2.53,No,Yes,Yes,4,2,5,1,5,5,3,No
23469,Male,23,Social Sciences,2.85,No,Yes,No,4,3,3,3,5,2,4,No
23470,Male,20,Business,3.45,Yes,Yes,Yes,4,2,3,3,5,2,3,No
23471,Male,20,Communications,3.69,No,Yes,No,5,2,5,4,2,3,1,Yes
23472,Female,19,Communications,2.2,No,Yes,Yes,5,5,1,1,1,4,4,No
23473,Male,18,Information Systems,3,No,Yes,Yes,5,1,3,2,4,5,1,No
23474,Male,22,Communications,2.36,No,Yes,Yes,4,5,1,3,5,4,3,Yes
23475,Male,19,Engineering,3.59,Yes,,Yes,,,,,,,,
23476,Male,20,Arts,2.44,Yes,Yes,Yes,4,5,3,5,4,3,1,No
23477,Male,17,Engineering,2.5,No,Yes,Yes,4,1,2,5,4,4,4,No
23478,Non-binary,20,Life Sciences,2.37,Yes,Yes,Yes,4,1,3,2,3,5,1,Yes
23479,Female,19,Communications,2.81,No,Yes,Yes,3,1,5,3,2,1,2,No
23480,Female,22,History,3.45,No,Yes,No,5,2,5,2,1,3,5,No
23481,Female,17,Social Sciences,2.52,No,Yes,No,3,2,1,5,3,1,1,No
23482,Male,17,History,2.7,Yes,Yes,Yes,4,5,1,5,5,1,3,Yes
23483,Male,19,Social Sciences,1.94,No,No,Yes,4,2,2,2,1,1,2,No
23484,Male,21,Engineering,3.62,Yes,Yes,Yes,2,5,5,1,5,4,5,No
23485,Male,23,Business,2.56,No,Yes,No,2,3,4,2,4,5,2,Yes
23486,Male,20,Business,2.22,No,Yes,Yes,4,4,3,5,4,5,4,No
23487,Male,20,Communications,3.77,No,No,Yes,4,1,1,4,4,1,4,No
23488,Male,22,Social Sciences,1.85,No,Yes,Yes,2,3,1,4,4,4,2,No
23489,Male,23,Social Sciences,2.11,No,Yes,Yes,4,5,3,1,4,1,1,No
23490,Male,17,Social Sciences,3.08,No,Yes,No,4,2,1,3,1,4,5,No
23491,Polygender,22,Communications,1.98,Yes,No,Yes,1,2,4,3,3,2,2,No
23492,Female,20,Social Sciences,3.44,No,No,Yes,5,1,1,5,5,3,5,Yes
23493,Male,18,Life Sciences,3.94,No,No,Yes,4,3,4,2,1,3,2,No
23494,Female,19,Arts,2.37,No,No,No,4,3,4,3,5,1,4,No
23495,Female,19,Social Sciences,2.3,No,Yes,Yes,1,3,1,3,4,4,5,No
23496,Genderfluid,22,Language,2.46,No,No,Yes,4,1,5,5,2,4,1,No
23497,Female,18,Business,2.92,No,Yes,Yes,4,3,2,5,2,4,1,No
23498,Female,21,Communications,1.81,Yes,Yes,Yes,4,2,4,3,4,2,5,No
23499,Genderqueer,23,Arts,1.81,No,Yes,Yes,2,2,3,2,2,3,2,No
23500,Female,23,Arts,2.01,No,Yes,Yes,2,3,1,3,4,2,4,No
23501,Female,19,Arts,2.83,No,Yes,Yes,4,4,1,4,2,4,2,Yes
23502,Female,22,Arts,3.48,No,No,Yes,3,3,3,3,3,1,3,No
23503,Male,18,Life Sciences,3.99,No,No,No,3,5,1,5,5,4,5,Yes
23504,Male,19,Business,3.8,No,No,Yes,4,1,2,2,5,3,3,Yes
23505,Female,18,Communications,3.63,,Yes,Yes,5,2,1,1,3,2,3,No
23506,Male,22,Information Systems,3.48,No,Yes,Yes,4,1,2,3,3,1,2,No
23507,Female,21,Business,2.23,No,Yes,No,4,3,1,1,3,5,4,No
23508,Female,22,Language,3.65,,No,Yes,5,4,5,3,4,2,4,No
23509,Male,22,Social Sciences,3.26,,No,No,2,1,5,2,4,3,3,No
23510,Female,22,Business,3.22,No,Yes,Yes,1,3,2,3,1,1,2,Yes
23511,Female,19,Life Sciences,2.47,Yes,Yes,Yes,1,2,5,4,3,1,1,No
23512,Polygender,17,Life Sciences,3.51,No,Yes,Yes,4,3,1,5,2,1,1,No
23513,Genderfluid,23,Life Sciences,2.99,No,No,Yes,5,4,3,3,5,2,2,Yes
23514,Female,20,Arts,3.94,No,Yes,Yes,3,3,4,5,4,4,4,Yes
23515,Male,17,Communications,2.78,Yes,No,Yes,5,4,3,1,1,4,1,No
23516,Female,17,History,3.25,No,Yes,Yes,4,2,4,5,3,4,4,No
23517,Male,18,Life Sciences,2.67,No,Yes,No,5,3,3,4,4,3,4,No
23518,Male,20,Business,3.19,Yes,No,Yes,5,5,5,3,4,3,5,No
23519,Female,17,Business,2.81,,Yes,Yes,5,4,3,2,3,3,2,No
23520,Female,20,Business,3.64,No,No,Yes,2,1,2,1,5,5,3,Yes
23521,Male,17,Engineering,2.16,No,Yes,Yes,3,3,5,4,1,1,5,No
23522,Male,20,Engineering,3.49,No,Yes,Yes,5,4,1,3,1,4,2,No
23523,Female,22,Social Sciences,2.47,No,No,Yes,4,4,3,1,5,4,2,No
23524,Female,17,Social Sciences,2.8,No,,Yes,,,,,,,,
23525,Male,22,Life Sciences,3.11,No,Yes,Yes,3,2,4,2,5,5,3,Yes
23526,Male,21,Arts,2.06,No,No,Yes,5,4,4,5,3,5,2,Yes
23527,Male,19,Information Systems,4,Yes,Yes,Yes,4,1,1,4,4,3,3,No
23528,Female,23,Communications,3.3,No,No,Yes,3,2,4,5,3,1,2,Yes
23529,Female,22,Life Sciences,2.26,No,Yes,Yes,4,5,1,2,3,5,1,Yes
23530,Female,22,Communications,2.55,No,Yes,No,4,1,3,5,4,5,5,No
23531,Male,22,Life Sciences,2.55,No,Yes,Yes,4,4,1,3,3,2,5,No
23532,Male,17,Engineering,3.98,No,Yes,Yes,2,5,4,5,2,5,2,No
23533,Male,23,Arts,2.87,No,Yes,Yes,3,1,3,3,2,4,3,Yes
23534,Male,20,Communications,2.3,No,Yes,Yes,4,4,3,2,5,4,5,No
23535,Male,21,Life Sciences,3.07,No,Yes,Yes,4,3,2,1,4,2,1,No
23536,Genderfluid,18,Communications,3.1,Yes,Yes,Yes,5,4,2,4,4,1,4,No
23537,Male,22,Information Systems,2.77,No,Yes,Yes,3,1,4,5,5,4,5,No
23538,Female,22,Social Sciences,2.43,No,Yes,Yes,3,2,5,4,2,3,1,No
23539,Female,17,Social Sciences,3.21,Yes,No,Yes,4,2,3,3,1,1,2,Yes
23540,Male,21,Business,1.82,Yes,No,Yes,4,3,3,5,1,2,3,No
23541,Female,22,History,3.21,No,Yes,Yes,5,2,5,5,1,2,5,No
23542,Female,20,Communications,2.7,No,Yes,No,5,2,2,5,3,3,1,No
23543,Male,23,Communications,2.06,No,Yes,Yes,2,4,3,4,3,4,5,No
23544,Polygender,18,Life Sciences,1.97,No,Yes,Yes,4,2,5,3,4,5,4,Yes
23545,Male,21,Social Sciences,3.36,No,No,Yes,4,2,4,2,3,1,5,No
23546,Female,21,Information Systems,3.94,No,Yes,Yes,2,5,1,4,2,2,4,Yes
23547,Female,23,Life Sciences,2.7,No,Yes,Yes,4,3,5,4,3,5,1,No
23548,Female,23,Business,3.83,No,No,Yes,1,5,1,1,2,1,1,No
23549,Female,22,Social Sciences,3.6,No,No,Yes,2,1,4,2,5,3,3,Yes
23550,Male,22,Information Systems,2.17,No,Yes,Yes,4,4,2,4,4,5,5,No
23551,Female,17,Business,2.26,Yes,Yes,Yes,4,4,3,3,5,4,4,No
23552,Male,21,Communications,3.63,No,No,Yes,4,4,2,5,2,3,2,Yes
23553,Male,18,Social Sciences,2.97,No,Yes,No,4,4,3,4,2,4,3,No
23554,Female,17,Social Sciences,2.63,No,Yes,Yes,5,4,5,2,2,1,2,No
23555,Female,20,Engineering,3.9,No,No,No,5,4,3,1,2,1,5,Yes
23556,Female,21,Business,3.69,,Yes,Yes,1,5,4,2,2,2,5,No
23557,Male,22,Life Sciences,2.64,Yes,Yes,Yes,4,4,3,1,5,4,1,No
23558,Male,21,Business,3.04,No,No,Yes,4,4,2,5,3,1,3,No
23559,Male,17,Communications,3.63,No,Yes,No,4,2,4,3,2,5,3,No
23560,Male,22,Language,3.11,Yes,Yes,No,4,4,5,5,2,4,1,No
23561,Female,23,Life Sciences,1.88,No,Yes,Yes,2,2,5,5,3,4,4,No
23562,Male,22,Communications,3.28,No,Yes,Yes,5,4,4,4,4,2,4,Yes
23563,Male,20,Information Systems,2.22,No,Yes,No,4,3,5,3,2,1,2,No
23564,Male,22,Business,3.74,Yes,No,Yes,4,2,5,5,3,4,1,No
23565,Agender,17,Life Sciences,2.98,No,Yes,Yes,5,3,5,4,5,5,3,No
23566,Male,18,Social Sciences,2.06,No,Yes,No,2,1,2,4,3,2,2,Yes
23567,Female,17,History,3.37,Yes,Yes,Yes,3,1,1,1,1,1,5,No
23568,Male,22,Business,2.01,No,Yes,Yes,4,2,3,4,5,2,3,No
23569,Male,22,Business,2.54,,No,No,5,2,2,5,1,1,1,No
23570,Female,22,History,1.91,No,Yes,Yes,4,5,4,3,4,3,1,Yes
23571,Male,21,Information Systems,3.04,Yes,No,No,4,5,2,4,2,4,5,No
23572,Female,18,Language,3,Yes,Yes,Yes,5,5,5,4,2,4,3,No
23573,Female,19,Social Sciences,1.94,No,Yes,Yes,1,1,3,5,2,3,2,No
23574,Female,23,History,2.49,No,Yes,No,4,5,5,4,2,2,3,Yes
23575,Female,20,Arts,2.76,No,No,Yes,3,2,3,1,2,3,1,No
23576,Female,20,Information Systems,3.4,No,Yes,Yes,5,2,4,3,5,1,4,Yes
23577,Male,21,Information Systems,3.32,No,Yes,Yes,3,4,3,1,1,2,1,Yes
23578,Male,23,Social Sciences,2.55,Yes,No,Yes,5,2,5,1,5,5,3,No
23579,Female,17,Communications,3.91,Yes,Yes,Yes,4,1,1,3,4,4,3,Yes
23580,Male,22,Business,3.11,No,Yes,Yes,3,4,4,5,5,2,5,No
23581,Female,18,Social Sciences,3.12,No,Yes,Yes,1,2,2,1,3,3,4,Yes
23582,Female,17,Business,3.24,No,Yes,Yes,5,3,3,4,3,1,3,Yes
23583,Female,21,History,2.01,No,Yes,Yes,1,4,3,5,2,2,2,No
23584,Genderqueer,19,Social Sciences,3.32,No,Yes,Yes,1,1,5,2,4,3,1,Yes
23585,Female,17,Social Sciences,2.81,No,Yes,Yes,4,2,3,3,3,1,1,Yes
23586,Female,19,Social Sciences,3.91,No,No,Yes,4,2,3,3,2,1,3,No
23587,Male,21,Arts,3.34,Yes,Yes,No,4,2,1,5,2,5,1,No
23588,Female,23,Communications,3.96,No,Yes,Yes,4,2,4,3,1,3,5,No
23589,Female,18,Life Sciences,3.46,No,Yes,Yes,3,1,2,5,2,4,4,No
23590,Male,20,Communications,3.31,Yes,Yes,Yes,4,5,5,3,2,2,2,No
23591,Female,23,Communications,2.1,No,Yes,Yes,3,4,2,2,2,5,3,No
23592,Male,17,Social Sciences,3.9,No,Yes,Yes,5,4,3,3,2,4,3,Yes
23593,Non-binary,22,Communications,1.87,No,Yes,Yes,5,1,1,3,4,4,5,No
23594,Genderqueer,17,Social Sciences,3.81,No,No,No,4,1,5,5,4,4,2,No
23595,Male,18,Social Sciences,1.87,No,Yes,Yes,5,5,3,4,1,1,5,Yes
23596,Male,18,Communications,2.55,No,Yes,Yes,4,5,5,2,4,4,3,No
23597,Male,21,Language,2.61,No,No,Yes,3,5,1,3,3,4,2,Yes
23598,Male,20,Language,1.9,Yes,No,Yes,3,3,2,3,2,5,3,No
23599,Female,18,Life Sciences,2.7,No,Yes,Yes,1,1,5,3,2,2,2,No
23600,Non-binary,21,History,2.13,No,Yes,No,1,4,1,5,5,5,5,Yes
23601,Female,21,Life Sciences,3.66,Yes,Yes,Yes,4,1,5,5,1,3,3,No
23602,Female,21,Communications,3.19,No,Yes,Yes,5,4,1,3,2,1,2,No
23603,Polygender,19,Information Systems,2.14,Yes,Yes,Yes,4,2,4,2,4,2,4,No
23604,Female,18,Communications,2.59,No,Yes,Yes,4,4,4,1,3,2,1,No
23605,Female,23,Social Sciences,2.84,No,Yes,No,4,5,1,2,2,4,4,No
23606,Female,21,Social Sciences,2.97,No,Yes,Yes,5,3,1,5,1,5,1,No
23607,Female,23,Communications,3.05,No,Yes,No,5,5,3,3,3,3,1,Yes
23608,Male,21,Engineering,3.5,Yes,No,No,5,4,5,1,5,2,4,No
23609,Male,19,Information Systems,3.99,No,Yes,No,4,1,2,3,1,4,2,No
23610,Male,19,Communications,3.3,No,Yes,No,4,1,1,2,2,4,5,No
23611,Male,22,Business,2.13,No,Yes,Yes,4,4,4,4,1,4,2,No
23612,Female,19,Communications,3.08,No,Yes,No,2,5,5,4,2,1,3,Yes
23613,Male,20,Communications,2.6,No,Yes,Yes,4,2,5,3,3,2,3,Yes
23614,Male,21,Language,2.87,Yes,Yes,Yes,2,4,3,1,2,1,1,No
23615,Female,23,Life Sciences,1.83,No,Yes,No,2,4,3,3,2,3,4,No
23616,Male,23,Business,3.37,,Yes,Yes,4,2,2,2,1,5,5,No
